time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,compile_warmup_wall_ms,warmup_wall_ms,measured_kernel_wall_ms,measured_kernel_mean_ms,active_steps,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std
0.0,0.0,0.0,0.0,0.0,0.14438599999999974,0.4455749999999996,0.35264199999999946,0.3874129999999983,0.10731609759956792,0.12575400000000003,0.12955399999999997,0.12713000000000002,0.126714,0.0012901100728232306,0.0,0.0,0.0,0.0,0.0,387.0757600016077,387.0757600016077,40.499015001842054,8.09980300036841,5,3584,28,4,16,1,4096,1,64,0,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.28660600000000114,0.5665960000000027,0.4919984000000004,0.5362720000000001,0.10344333672421804,0.216191,0.22211000000000003,0.2188386,0.218671,0.0019243509659103383,0.0,0.0,0.0,0.0,0.0,0.0,27.28332200058503,61.273067996808095,12.254613599361619,5,3584,28,4,16,1,4096,1,64,64,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.4253980000000006,0.7767030000000014,0.6800517999999995,0.7141469999999943,0.1300793041239071,0.29362800000000006,0.298148,0.29505980000000004,0.294668,0.0016078846227263826,0.0,0.0,0.0,0.0,0.0,0.0,180.96505200082902,86.97536099862191,17.395072199724382,5,3584,28,4,16,1,4096,1,64,128,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5609779999999974,0.8171750000000024,0.7413026000000003,0.7873679999999988,0.09311725504029991,0.11959400000000005,0.375784,0.2983714,0.35114500000000004,0.09717987813657722,0.0,0.0,0.0,0.0,0.0,0.0,346.1876099972869,272.39389199894504,54.47877839978901,5,3584,28,4,16,1,4096,1,64,192,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6988910000000065,0.9225230000000024,0.7796969999999999,0.6994900000000023,0.09961869588184538,0.28066800000000003,0.448182,0.41093539999999995,0.446822,0.0654138526906954,0.0,0.0,0.0,0.0,0.0,0.0,55.0795349990949,111.41543299891055,22.28308659978211,5,3584,28,4,16,1,4096,1,64,256,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8228179999999915,1.0619889999999939,0.8781203999999991,0.835157000000015,0.0920624651171125,0.382905,0.534019,0.4864763999999999,0.513099,0.05380093196813601,0.0,0.0,0.0,0.0,0.0,0.0,229.48886000085622,131.38379599695327,26.276759199390654,5,3584,28,4,16,1,4096,1,64,320,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.9761769999999967,1.251962999999999,1.1237171999999986,1.1990990000000004,0.1190690488824055,0.32238700000000003,0.6807929999999999,0.5282628,0.579857,0.12443490517117772,0.0,0.0,0.0,0.0,0.0,0.0,61.95534200014663,327.1162730015931,65.42325460031861,5,3584,28,4,16,1,4096,1,64,384,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.1093340000000116,1.3575659999999958,1.2054075999999991,1.1142479999999866,0.11531550674146217,0.42690300000000003,0.8097279999999999,0.6488542,0.6791330000000001,0.12408559178147958,0.0,0.0,0.0,0.0,0.0,0.0,245.50406499838573,342.8519890003372,68.57039780006744,5,3584,28,4,16,1,4096,1,64,448,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.2511459999999948,1.4890659999999973,1.4274813999999973,1.48070399999999,0.09063465617875026,0.292308,0.75937,0.519871,0.4954800000000001,0.15944520838708195,0.0,0.0,0.0,0.0,0.0,0.0,82.35199800037662,371.00372799977777,74.20074559995555,5,3584,28,4,16,1,4096,1,64,512,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.3915549999999828,1.6276099999999876,1.5284173999999893,1.606099999999982,0.11187235724807067,0.28014800000000006,0.828648,0.526139,0.5727770000000001,0.20167246921977228,0.0,0.0,0.0,0.0,0.0,0.0,89.99720499923569,385.04881900007604,77.00976380001521,5,3584,28,4,16,1,4096,1,64,576,True,triton,0.0,0.0,0.0,0.0,0.0
