time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,compile_warmup_wall_ms,warmup_wall_ms,measured_kernel_wall_ms,measured_kernel_mean_ms,active_steps,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std
0.0,0.0,0.0,0.0,0.0,0.08423800000000001,0.49508099999999744,0.2052341999999993,0.14095499999999941,0.15101026637338175,0.02851900000000012,0.04446199999999993,0.03322120000000002,0.03,0.00603193983391741,0.0,0.0,0.0,0.0,0.0,15264.405028021429,15264.405028021429,47.8713060147129,9.57426120294258,5,3584,28,4,16,1,4096,1,64,0,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.12442500000000042,0.1751419999999995,0.14703539999999998,0.1517659999999994,0.01807776584205007,0.03148300000000023,0.032763999999999786,0.0322272,0.03224400000000003,0.00045117508796460294,0.0,0.0,0.0,0.0,0.0,0.0,1293.4875130304135,61.83411896927282,12.366823793854564,5,3584,28,4,16,1,4096,1,64,64,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.060092,0.10809000000000021,0.08180480000000002,0.08775299999999998,0.01773724399561567,0.045222000000000095,0.0462230000000003,0.04571780000000006,0.045541000000000054,0.0003941661578572954,0.0,0.0,0.0,0.0,0.0,0.0,1305.2340270369314,75.91188501100987,15.182377002201974,5,3584,28,4,16,1,4096,1,64,128,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0163,0.3346629999999996,0.14685640000000005,0.0316339999999999,0.15133942662584665,0.050147000000000164,0.051832000000000225,0.05139840000000009,0.05171000000000004,0.0006394349380507328,0.0,0.0,0.0,0.0,0.0,0.0,1321.6939420090057,98.34422002313659,19.668844004627317,5,3584,28,4,16,1,4096,1,64,192,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.14312200000000072,0.6775390000000009,0.4950994000000003,0.6732289999999982,0.22653505480662411,0.06476700000000028,0.07986899999999969,0.06850119999999996,0.06564899999999943,0.005716835222393455,0.0,0.0,0.0,0.0,0.0,0.0,1333.3143059862778,143.36402399931103,28.672804799862206,5,3584,28,4,16,1,4096,1,64,256,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6733190000000001,1.0209439999999936,0.7446686000000009,0.6756620000000055,0.13815122452674458,0.06641099999999937,0.0751830000000009,0.06931960000000018,0.06861500000000001,0.0032063075086464212,0.0,0.0,0.0,0.0,0.0,0.0,1271.4437519898638,624.7489890083671,124.94979780167341,5,3584,28,4,16,1,4096,1,64,320,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.33330799999999927,1.1211940000000034,0.7129612000000012,0.6809389999999991,0.2508124002160991,0.08135199999999963,0.08908299999999963,0.08392379999999995,0.0830740000000003,0.0026646758452013516,0.0,0.0,0.0,0.0,0.0,0.0,1405.0322620314546,387.1464219992049,77.42928439984098,5,3584,28,4,16,1,4096,1,64,384,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.021508000000000038,0.33626800000000007,0.27245399999999964,0.33462999999999893,0.12547481654738513,0.08423499999999991,0.08976400000000058,0.08735999999999995,0.08747999999999957,0.0018636118694622251,0.0,0.0,0.0,0.0,0.0,0.0,1409.2908780439757,200.4727849853225,40.0945569970645,5,3584,28,4,16,1,4096,1,64,448,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.34332599999999863,0.7747260000000038,0.6397446000000003,0.6935059999999994,0.151507234063065,0.09833400000000052,0.10157800000000043,0.09980040000000032,0.09925600000000077,0.001390844002755212,0.0,0.0,0.0,0.0,0.0,0.0,1529.1172260185704,243.27426502713934,48.65485300542787,5,3584,28,4,16,1,4096,1,64,512,True,triton,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3455650000000008,1.7299930000000086,0.931650800000002,0.6988719999999985,0.4805036661493464,0.09444999999999937,0.10486300000000143,0.1010110000000003,0.10182100000000083,0.0037478455144259264,0.0,0.0,0.0,0.0,0.0,0.0,1381.9385130191222,472.7383070276119,94.54766140552238,5,3584,28,4,16,1,4096,1,64,576,True,triton,0.0,0.0,0.0,0.0,0.0
