compile_warmup_wall_ms,warmup_wall_ms,measured_kernel_wall_ms,measured_kernel_mean_ms,active_steps,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.0,28.35499099455774,65.1697990251705,13.033959805034101,5,2560,32,32,16,1,4096,1,80,1760,True,triton
0.0,37.955307052470744,73.5432889778167,14.70865779556334,5,2560,32,32,16,1,4096,1,80,1840,True,triton
0.0,30.201320012565702,75.9675019653514,15.19350039307028,5,2560,32,32,16,1,4096,1,80,1920,True,triton
0.0,2.5101309875026345,4.050488991197199,0.8100977982394397,5,2560,32,32,16,1,4096,1,96,0,True,triton
0.0,3.9519810234196484,7.96512101078406,1.593024202156812,5,2560,32,32,16,1,4096,1,96,96,True,triton
0.0,5.3472439758479595,10.567669989541173,2.1135339979082346,5,2560,32,32,16,1,4096,1,96,192,True,triton
0.0,6.665887020062655,15.054406016133726,3.010881203226745,5,2560,32,32,16,1,4096,1,96,288,True,triton
0.0,8.69995099492371,17.94145698659122,3.588291397318244,5,2560,32,32,16,1,4096,1,96,384,True,triton
0.0,9.504898975137621,20.536896015983075,4.107379203196615,5,2560,32,32,16,1,4096,1,96,480,True,triton
0.0,11.230761010665447,23.317879997193813,4.663575999438763,5,2560,32,32,16,1,4096,1,96,576,True,triton
0.0,12.451507966034114,27.919343032408506,5.583868606481701,5,2560,32,32,16,1,4096,1,96,672,True,triton
0.0,13.882428000215441,31.199702993035316,6.239940598607063,5,2560,32,32,16,1,4096,1,96,768,True,triton
0.0,15.19441301934421,39.16905296500772,7.8338105930015445,5,2560,32,32,16,1,4096,1,96,864,True,triton
0.0,20.67959203850478,38.25753799173981,7.651507598347962,5,2560,32,32,16,1,4096,1,96,960,True,triton
0.0,17.77837099507451,50.13955198228359,10.027910396456718,5,2560,32,32,16,1,4096,1,96,1056,True,triton
0.0,23.33680901210755,51.541084016207606,10.308216803241521,5,2560,32,32,16,1,4096,1,96,1152,True,triton
0.0,21.156268019694835,47.36611898988485,9.47322379797697,5,2560,32,32,16,1,4096,1,96,1248,True,triton
0.0,21.72583300853148,50.67286698613316,10.134573397226632,5,2560,32,32,16,1,4096,1,96,1344,True,triton
0.0,31.551723019219935,57.756173016969115,11.551234603393823,5,2560,32,32,16,1,4096,1,96,1440,True,triton
0.0,24.299951968714595,57.41109198424965,11.48221839684993,5,2560,32,32,16,1,4096,1,96,1536,True,triton
0.0,25.797451031394303,62.07219400675967,12.414438801351935,5,2560,32,32,16,1,4096,1,96,1632,True,triton
0.0,27.234900975599885,63.51740501122549,12.703481002245098,5,2560,32,32,16,1,4096,1,96,1728,True,triton
0.0,29.22603697516024,68.80500901024789,13.761001802049577,5,2560,32,32,16,1,4096,1,96,1824,True,triton
0.0,30.831943033263087,72.19541602535173,14.439083205070347,5,2560,32,32,16,1,4096,1,96,1920,True,triton
0.0,2.693205955438316,4.798537993337959,0.9597075986675918,5,2560,32,32,16,1,4096,1,112,0,True,triton
0.0,5.094629945233464,9.094339970033616,1.8188679940067232,5,2560,32,32,16,1,4096,1,112,112,True,triton
0.0,5.835680000018328,12.552244996186346,2.510448999237269,5,2560,32,32,16,1,4096,1,112,224,True,triton
0.0,9.998885041568428,20.942003990057856,4.188400798011571,5,2560,32,32,16,1,4096,1,112,336,True,triton
0.0,9.279505000449717,20.000479998998344,4.000095999799669,5,2560,32,32,16,1,4096,1,112,448,True,triton
0.0,11.050865985453129,24.970514001324773,4.994102800264955,5,2560,32,32,16,1,4096,1,112,560,True,triton
0.0,13.492158963344991,28.24753400636837,5.649506801273674,5,2560,32,32,16,1,4096,1,112,672,True,triton
0.0,14.612528029829264,34.07245397102088,6.8144907942041755,5,2560,32,32,16,1,4096,1,112,784,True,triton
0.0,15.80622501205653,36.20677499566227,7.241354999132454,5,2560,32,32,16,1,4096,1,112,896,True,triton
0.0,17.269926029257476,40.7568400260061,8.15136800520122,5,2560,32,32,16,1,4096,1,112,1008,True,triton
0.0,18.991918012034148,45.22137704771012,9.044275409542024,5,2560,32,32,16,1,4096,1,112,1120,True,triton
0.0,24.37070000451058,50.101522996556014,10.020304599311203,5,2560,32,32,16,1,4096,1,112,1232,True,triton
0.0,23.898042971268296,52.52076598117128,10.504153196234256,5,2560,32,32,16,1,4096,1,112,1344,True,triton
0.0,31.50980395730585,58.642107993364334,11.728421598672867,5,2560,32,32,16,1,4096,1,112,1456,True,triton
0.0,26.123841991648078,61.28894502762705,12.25778900552541,5,2560,32,32,16,1,4096,1,112,1568,True,triton
0.0,27.066025999374688,65.94704801682383,13.189409603364766,5,2560,32,32,16,1,4096,1,112,1680,True,triton
0.0,28.719460999127477,68.7158209620975,13.7431641924195,5,2560,32,32,16,1,4096,1,112,1792,True,triton
0.0,31.536682974547148,77.9880770132877,15.597615402657539,5,2560,32,32,16,1,4096,1,112,1904,True,triton
0.0,2.934028976596892,5.537387973163277,1.1074775946326554,5,2560,32,32,16,1,4096,1,128,0,True,triton
0.0,5.974935018457472,12.583175033796579,2.5166350067593157,5,2560,32,32,16,1,4096,1,128,128,True,triton
